Genus,Species,Tmax,max_metric,Phylum,Class,Order,Family
Microtus,pennsylvanicus,29,UTNZ,Chordata,Mammalia,Rodentia,Cricetidae
Tamias,minimus,34,UTNZ,Chordata,Mammalia,Rodentia,Sciuridae
Tursiops,truncatus,23,UTNZ,Chordata,Mammalia,Cetacea,Delphinidae
Eptesicus,fuscus,36,UTNZ,Chordata,Mammalia,Chiroptera,Vespertilionidae
Vespadelus,vulturnus,33.3,UTNZ,Chordata,Mammalia,Chiroptera,Vespertilionidae
Tarsipes,rostratus,34,UTNZ,Chordata,Mammalia,Diprotodontia,Tarsipedidae
Tamias,merriami,35,UTNZ,Chordata,Mammalia,Rodentia,Sciuridae
Microtus,ochrogaster,36,UTNZ,Chordata,Mammalia,Rodentia,Cricetidae
Nycticebus,pygmaeus,35,UTNZ,Chordata,Mammalia,Primates,Lorisidae
Pecari,tajacu,35,UTNZ,Chordata,Mammalia,Suina,Tayassuidae
Tupaia,belangeri,35,UTNZ,Chordata,Mammalia,Scandentia,Tupaiidae
Spilocuscus,maculatus,,,Chordata,Mammalia,Diprotodontia,Phalangeridae
Agouti,paca,,,Chordata,Mammalia,Rodentia,Cuniculidae
Dasyprocta,leporina,,,Chordata,Mammalia,Rodentia,Dasyproctidae
Thrichomys,apereoides,,,Chordata,Mammalia,Rodentia,Echimyidae
Choeroniscus,godmani,,,Chordata,Mammalia,Chiroptera,Phyllostomidae
Leptonycteris,curasoae,,,Chordata,Mammalia,Chiroptera,Phyllostomidae
Microcebus,murinus,,,Chordata,Mammalia,Primates,Cheirogaleidae
Microtus,guentheri,,,Chordata,Mammalia,Rodentia,Cricetidae
Macroglossus,minimus,,,Chordata,Mammalia,Chiroptera,Pteropodidae
Heterohyrax,brucei,,,Chordata,Mammalia,Hyracoidea,Procaviidae
Pteropus,poliocephalus,,,Chordata,Mammalia,Chiroptera,Pteropodidae
Dobsonia,minor,,,Chordata,Mammalia,Chiroptera,Pteropodidae
Hipposideros,cervinus,,,Chordata,Mammalia,Chiroptera,Hipposideridae
Hipposideros,maggietaylorae,,,Chordata,Mammalia,Chiroptera,Hipposideridae
Mormoops,megalophylla,,,Chordata,Mammalia,Chiroptera,Mormoopidae
Pteronotus,davyi,,,Chordata,Mammalia,Chiroptera,Mormoopidae
Pteronotus,parnellii,,,Chordata,Mammalia,Chiroptera,Mormoopidae
Pteronotus,personatus,,,Chordata,Mammalia,Chiroptera,Mormoopidae
Octomys,mimax,,,Chordata,Mammalia,Rodentia,Octodontidae
Tympanoctomys,barrerae,,,Chordata,Mammalia,Rodentia,Octodontidae
Abrothrix,olivaceus,,,Chordata,Mammalia,Rodentia,Cricetidae
Calomys,callosus,,,Chordata,Mammalia,Rodentia,Cricetidae
Calomys,ducilla,,,Chordata,Mammalia,Rodentia,Cricetidae
Calomys,musculinus,,,Chordata,Mammalia,Rodentia,Cricetidae
Chelemys,macronyx,,,Chordata,Mammalia,Rodentia,Cricetidae
Eligmodontia,typus,,,Chordata,Mammalia,Rodentia,Cricetidae
Oligoryzomys,longicaudatus,,,Chordata,Mammalia,Rodentia,Cricetidae
Phyllotis,xanthopygus,,,Chordata,Mammalia,Rodentia,Cricetidae
Geomys,bursarius,,,Chordata,Mammalia,Rodentia,Geomyidae
Chaetodipus,penicillatus,,,Chordata,Mammalia,Rodentia,Heteromyidae
Condylura,cristata,,,Chordata,Mammalia,Insectivora,Talpidae
Graomys,griseoflavus,,,Chordata,Mammalia,Rodentia,Cricetidae
Dipodomys,merriami,,,Chordata,Mammalia,Rodentia,Heteromyidae
Dipodomys,panamintinus,,,Chordata,Mammalia,Rodentia,Heteromyidae
Halichoerus,grypus,,,Chordata,Mammalia,Carnivora,Phocidae
Ningaui,yvonnae,,,Chordata,Mammalia,Dasyuromorphia,Dasyuridae
Planigale,gilesi,,,Chordata,Mammalia,Dasyuromorphia,Dasyuridae
Nyctophilus,geoffroyi,,,Chordata,Mammalia,Chiroptera,Vespertilionidae
Nyctophilus,gouldi,,,Chordata,Mammalia,Chiroptera,Vespertilionidae
Cercartetus,concinnus,,,Chordata,Mammalia,Diprotodontia,Burramyidae
Syconycteris,australis,,,Chordata,Mammalia,Chiroptera,Pteropodidae
Peropteryx,macrotis,,,Chordata,Mammalia,Chiroptera,Emballonuridae
Callithrix,pygmaea,,,Chordata,Mammalia,Primates,Cebidae
Philantomba,monticola,,,Chordata,Mammalia,Ruminantia,Bovidae
Raphicerus,campestris,,,Chordata,Mammalia,Ruminantia,Bovidae
Gerbillus,andersoni,,,Chordata,Mammalia,Rodentia,Muridae
Gerbillus,nanus,,,Chordata,Mammalia,Rodentia,Muridae
Apodemus,mystacinus,,,Chordata,Mammalia,Rodentia,Muridae
Cerdocyon,thous,,,Chordata,Mammalia,Carnivora,Canidae
Chalinolobus,gouldii,,,Chordata,Mammalia,Chiroptera,Vespertilionidae
Baiomys,taylori,,,Chordata,Mammalia,Rodentia,Cricetidae
Trichechus,manatus,,,Chordata,Mammalia,Sirenia,Trichechidae
Erethizon,dorsatum,,,Chordata,Mammalia,Rodentia,Erethizontidae
Vulpes,vulpes,,,Chordata,Mammalia,Carnivora,Canidae
Dasycercus,cristicauda,,,Chordata,Mammalia,Dasyuromorphia,Dasyuridae
Sminthopsis,crassicaudata,,,Chordata,Mammalia,Dasyuromorphia,Dasyuridae
Neotoma,lepida,,,Chordata,Mammalia,Rodentia,Cricetidae
Isoodon,obesulus,,,Chordata,Mammalia,Peramelemorphia,Peramelidae
Notiosorex,crawfordi,,,Chordata,Mammalia,Insectivora,Soricidae
Zalophus,californianus,,,Chordata,Mammalia,Carnivora,Otariidae
Sorex,minutus,,,Chordata,Mammalia,Insectivora,Soricidae
Dobsonia,anderseni,,,Chordata,Mammalia,Chiroptera,Pteropodidae
Dobsonia,moluccensis,,,Chordata,Mammalia,Chiroptera,Pteropodidae
Paranyctimene,raptor,,,Chordata,Mammalia,Chiroptera,Pteropodidae
Rousettus,amplexicaudatus,,,Chordata,Mammalia,Chiroptera,Pteropodidae
Spalax,leucodon,,,Chordata,Mammalia,Rodentia,Spalacidae
Tachyoryctes,splendens,,,Chordata,Mammalia,Rodentia,Spalacidae
Artibeus,concolor,,,Chordata,Mammalia,Chiroptera,Phyllostomidae
Desmodus,rotundus,,,Chordata,Mammalia,Chiroptera,Phyllostomidae
Phyllostomus,elongatus,,,Chordata,Mammalia,Chiroptera,Phyllostomidae
Platyrrhinus,lineatus,,,Chordata,Mammalia,Chiroptera,Phyllostomidae
Sturnira,lilium,,,Chordata,Mammalia,Chiroptera,Phyllostomidae
Uroderma,bilobatum,,,Chordata,Mammalia,Chiroptera,Phyllostomidae
Chironectes,minimus,,,Chordata,Mammalia,Didelphimorphia,Didelphidae
Didelphis,marsupialis,,,Chordata,Mammalia,Didelphimorphia,Didelphidae
Monodelphis,brevicaudata,,,Chordata,Mammalia,Didelphimorphia,Didelphidae
Heteromys,anomalus,,,Chordata,Mammalia,Rodentia,Heteromyidae
Aplodontia,rufa,,,Chordata,Mammalia,Rodentia,Aplodontiidae
Dasypus,novemcinctus,,,Chordata,Mammalia,Cingulata,Dasypodidae
Euphractus,sexcinctus,,,Chordata,Mammalia,Cingulata,Dasypodidae
Priodontes,maximus,,,Chordata,Mammalia,Cingulata,Dasypodidae
Tolypeutes,matacus,,,Chordata,Mammalia,Cingulata,Dasypodidae
Zaedyus,pichiy,,,Chordata,Mammalia,Cingulata,Dasypodidae
Cyclopes,didactylus,,,Chordata,Mammalia,Pilosa,Cyclopedidae
Elephantulus,rufescens,,,Chordata,Mammalia,Macroscelidea,Macroscelididae
Oxymycterus,roberti,,,Chordata,Mammalia,Rodentia,Cricetidae
Tamandua,mexicana,,,Chordata,Mammalia,Pilosa,Myrmecophagidae
Tamandua,tetradactyla,,,Chordata,Mammalia,Pilosa,Myrmecophagidae
Arborimus,longicaudus,,,Chordata,Mammalia,Rodentia,Cricetidae
Dicrostonyx,groenlandicus,,,Chordata,Mammalia,Rodentia,Cricetidae
Microtus,oeconomus,,,Chordata,Mammalia,Rodentia,Cricetidae
Phenacomys,intermedius,,,Chordata,Mammalia,Rodentia,Cricetidae
Arctogalidia,trivirgata,,,Chordata,Mammalia,Carnivora,Viverridae
Herpailurus,yagouaroundi,,,Chordata,Mammalia,Carnivora,Felidae
Lynx,rufus,,,Chordata,Mammalia,Carnivora,Felidae
Bradypus,variegatus,,,Chordata,Mammalia,Pilosa,Bradypodidae
Choloepus,hoffmanni,,,Chordata,Mammalia,Pilosa,Megalonychidae
Peromyscus,megadontomys,,,Chordata,Mammalia,Rodentia,Cricetidae
Tamiasciurus,hudsonicus,,,Chordata,Mammalia,Rodentia,Sciuridae
Erophylla,bombifrons,,,Chordata,Mammalia,Chiroptera,Phyllostomidae
Mormoops,blainvillei,,,Chordata,Mammalia,Chiroptera,Mormoopidae
Callorhinus,ursinus,,,Chordata,Mammalia,Carnivora,Otariidae
Myopus,schisticolor,,,Chordata,Mammalia,Rodentia,Cricetidae
Callithrix,geoffroyi,,,Chordata,Mammalia,Primates,Cebidae
Nasua,narica,,,Chordata,Mammalia,Carnivora,Procyonidae
Procyon,cancrivorus,,,Chordata,Mammalia,Carnivora,Procyonidae
Proechimys,semispinosus,,,Chordata,Mammalia,Rodentia,Echimyidae
Acomys,cahirinus,,,Chordata,Mammalia,Rodentia,Muridae
Erinaceus,europaeus,,,Chordata,Mammalia,Insectivora,Erinaceidae
Crocidura,olivieri,,,Chordata,Mammalia,Insectivora,Soricidae
Crocidura,hildegardeae,,,Chordata,Mammalia,Insectivora,Soricidae
Crocidura,poensis,,,Chordata,Mammalia,Insectivora,Soricidae
Crocidura,luna,,,Chordata,Mammalia,Insectivora,Soricidae
Crocidura,jouvenetae,,,Chordata,Mammalia,Insectivora,Soricidae
Crocidura,viaria,,,Chordata,Mammalia,Insectivora,Soricidae
Sorex,alpinus,,,Chordata,Mammalia,Insectivora,Soricidae
Lasiorhinus,latifrons,,,Chordata,Mammalia,Diprotodontia,Vombatidae
Vulpes,cana,,,Chordata,Mammalia,Carnivora,Canidae
Martes,americana,,,Chordata,Mammalia,Carnivora,Mustelidae
Lumbriculus,variegatus,30.1,LT50,Annelida,Oligochaeta,Lumbriculida,Lumbriculidae
Ophioneries,fasciata,31.8,ctmax,Echinodermata,Ophiuroidea,Ophiurida,Ophionereidae
Ophiostigma,abnorme,35.6,ctmax,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae
Arthrocladia,villosa,27,LT0,Phaeophyceae,Phaeophyceae,Desmarestiales,Arthrocladiaceae
Dictyopteris,ligulata,24,LT0,Phaeophyceae,Phaeophyceae,Dictyotales,Dictyotaceae
Dictyopteris,polypodioides,24,LT0,Phaeophyceae,Phaeophyceae,Dictyotales,Dictyotaceae
Halopteris,filicina,27,LT0,Phaeophyceae,Phaeophyceae,Sphacelariales,Stypocaulaceae
Sporochnus,pedunculatus,27,LT0,Phaeophyceae,Phaeophyceae,Sporochnales,Sporochnaceae
Dictyota,dichotoma,32,LT0,Phaeophyceae,Phaeophyceae,Dictyotales,Dictyotaceae
Dictyota,divaricata,33.5,LT0,Phaeophyceae,Phaeophyceae,Dictyotales,Dictyotaceae
Chordaria,flagelliformis,23,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Eudesme,virescens,30,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Pylaiella,littoralis,21,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Acinetosporaceae
Ecklonia,biruncinata,26,ctmax,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae
Ecklonia,maxima,22.5,ctmax,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae
Laminaria,longicruris,23,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Acrothrix,gracilis,15,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Alaria,esculenta,17,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Alariaceae
myagropsis,Myagroides,30,ctmax,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae
Sargassum,fulvellum,30,ctmax,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae
Sargassum,hemiphyllum,27,ctmax,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae
Sargassum,horneri,27,ctmax,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae
Sargassum,macrocarpum,31,ctmax,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae
Sargassum,micracanthum,27,ctmax,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae
Sargassum,patens,31,ctmax,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae
Sargassum,piluliferum,30,ctmax,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae
Sargassum,thunbergii,31,ctmax,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae
Agarum,fimbriatum,20,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Costariaceae
Alaria,marginata,18,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Alariaceae
Analipus,japonicus,25,LT0,Phaeophyceae,Phaeophyceae,Heterochordariaceae,Heterochordariaceae
Costaria,costata,20,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Costariaceae
Cymathaere,triplicata,15,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Egregia,menziesii,18,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae
Fucus,gardneri,23,LT0,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae
Laminaria,sinclairii,20,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Leathesia,difformis ,18,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Macrocystis,integrifolia,23,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Nereocystis,luetkeana,18,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Pleurophycus,gardneri,15,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Alariaceae
Postelsia,palmaeformis,15,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Pterygophora,californica,18,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Alariaceae
Saccharina,groenlandica,18,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Saccharina,sessilis,15,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Sargassum,muticum,28,LT0,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae
Soranthera,ulvoidea,20,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Laminaria,digitata,19,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Laminaria,hyperborea,19,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Laminaria,latissima,21,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Ascophyllum,nodosum,28,LT0,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae
Chorda,filum,20,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Chordaceae
Cladostephus,spongiosus,28,LT0,Phaeophyceae,Phaeophyceae,Sphacelariales,Cladostephaceae
Fucus,serratus,25,LT0,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae
Fucus,spiralis,28,LT0,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae
Fucus,vesiculosus,28,LT0,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae
Halidrys,siliquosa,25,LT0,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae
Halosiphon,tomentosa,18,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Halosiphonaceae
Petalonia,fascia,23,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Scytosiphonaceae
Scytosiphon,lomentaria,25,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Scytosiphonaceae
Sphacelaria,radicans,25,LT0,Phaeophyceae,Phaeophyceae,Sphacelariales,Sphacelariaceae
Ecklonia,radiata,24,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae
Stilophora,rhizodes,28,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Carpomitra,costata,26,LT0,Phaeophyceae,Phaeophyceae,Sporochnales,Sporochnaceae
Colpomenia,peregrina,29,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Scytosiphonaceae
Stictyosiphon,soriferus,27,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Desmarestia,aculeata,22.1,LT0,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae
Desmarestia,munda,25.7,LT0,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae
Desmarestia,viridis,26.4,LT0,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae
Desmarestia,willii,26.3,LT0,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae
Dictyosiphon,foeniculaceus,27.4,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Sphaerotrichia,divaricata,30.6,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Undaria,pinnatifida,29.6,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Alariaceae
Macrocystis,pyrifera,24.8,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Scytothamnus,australis,27.4,LT0,Phaeophyceae,Phaeophyceae,Scytothamnales,Scytothamnales
Adenocystis,utricularis,21.2,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Adenocystaceae
Chordaria,linearis,20.2,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Desmarestia,confervoides,26.4,LT0,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae
Desmarestia,dudresnayi,25,LT0,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae
Desmarestia,gayana,25.5,LT0,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae
Desmarestia,herbacea,28,LT0,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae
Desmarestia,ligulata,25.3,LT0,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae
Dictyosiphon,hirsutus,23.6,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Gononema,pectinatum,24.4,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Haplogloia,andersonii,24.3,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Laminariocolax,macrocystis,27.1,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Lessonia,nigrescens,24.5,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae
Lessonia,trabeculata,26.1,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae
Lessonia,vadosa,20.7,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae
Myriogloea,chilensi,27.3,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Scytothamnus,fasciculatus,24.5,LT0,Phaeophyceae,Phaeophyceae,Scytothamnales,Scytothamnales
Stereocladon,rugulosus,21.5,LT0,Phaeophyceae,Phaeophyceae,Scytothamnales,Scytothamnales
Striaria,attenuata,31.8,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Tinocladia,falklandica,27.8,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Trachynema,groenlandicum,23.1,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Punctaria,latifolia,24,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Laminaria,abyssalis,24,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Laminaria,pallida,22,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Laminaria,ochroleuca,23.4,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Laminaria,setchellii,18.4,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Laminaria,solidungula,16,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Saccharina,bongardiana,18,LT0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae
Ascoseira,mirabilis,11,LT0,Phaeophyceae,Phaeophyceae,Ascoseirales,Ascoseirales
Desmarestia,anceps,13,LT0,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae
Elachista,antarctica,18,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Himantothallus,grandifolius,15.7,LT0,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae
Phaeurus,antarcticus,15.5,LT0,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae
Chordaria,magellanica,23,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae
Desmarestia,menziesii,16.3,LT0,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae
Ectocarpus,siliculosus,24,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Ectocarpaceae
Geminocarpus,geminatus,14.5,LT0,Phaeophyceae,Phaeophyceae,Ectocarpales,Acinetosporaceae
Cystophora,torulosa,,,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae
Sabellastarte,australiensis,28,ctmax,Annelida,Polychaeta,Sabellida,Sabellidae
Ischnochiton,australis,35.1,ctmax,Mollusca,Polyplacophora,Neoloricata,Ischnochitonidae
Atrichum,undulatum,46.6,ctmax,Streptophyta,Polytrichopsida,Polytrichales,Polytrichaceae
Polytrichum,formosum,,,Streptophyta,Polytrichopsida,Polytrichales,Polytrichaceae
Chondrus,crispus,27.3,LT0,Rhodophyta,Rhodophyta,Gigartinales,Gigartinaceae
Liothyrella,neozelanica,29.4,ctmax,Brachiopoda,Rhynchonellata,Terebratulida,Terebratulidae
Liothyrella,uva,4.5,LT50,Brachiopoda,Rhynchonellata,Terebratulida,Terebratulidae
Aegopodium,podagraria,45.4,LT50,Streptophyta,Spermatophyta,Apiales,Apiaceae
Asarum,europaeum,48.5,LT50,Streptophyta,Spermatophyta,Piperales,Aristolochiaceae
Ficafia,verna,42.8,LT50,Streptophyta,Spermatophyta,Ranunculales,Ranunculaceae
Geranium,robertianum,41.9,LT50,Streptophyta,Spermatophyta,Geraniales,Geraniaceae
Hedera,helix,46.3,LT50,Streptophyta,Spermatophyta,Apiales,Araliaceae
Helleborus,foetidus,47.7,LT50,Streptophyta,Spermatophyta,Ranunculales,Ranunculaceae
Impatiens,parviflora,39.8,LT50,Streptophyta,Spermatophyta,Ericales,Balsaminaceae
Ligustrum,vulgare,46.8,LT50,Streptophyta,Spermatophyta,Lamiales,Oleaceae
Nerium,oleander,49.7,LT50,Streptophyta,Spermatophyta,Gentianales,Apocynaceae
Phoenix,canariensis,52.8,LT50,Streptophyta,Spermatophyta,Arecales,Arecaceae
Sorbus,toctminlis,46.7,LT50,Streptophyta,Spermatophyta,Rosales,Rosaceae
Teucrium,chamaedrys,47.5,LT50,Streptophyta,Spermatophyta,Lamiales,Lamiaceae
Vinca,minor,51.8,LT50,Streptophyta,Spermatophyta,Gentianales,Apocynaceae
Vitis,vinifera,47.5,LT50,Streptophyta,Spermatophyta,Vitales,Vitaceae
Cedrus,atlantica,51,ctmax,Streptophyta,Spermatophyta,Pinales,Pinaceae
Cupressus,sempervirens,49.3,ctmax,Streptophyta,Spermatophyta,Cupressales,Cupressaceae
Pinus,halepensis,47.9,ctmax,Streptophyta,Spermatophyta,Pinales,Pinaceae
Pinus,nigra,47.2,ctmax,Streptophyta,Spermatophyta,Pinales,Pinaceae
Quercus,suber,46,ctmax,Streptophyta,Spermatophyta,Fagales,Fagaceae
Quercus,ilex,42.6,ct50,Streptophyta,Spermatophyta,Fagales,Fagaceae
Achillea,millefolium,41.5,ct50,Streptophyta,Spermatophyta,Asterales,Asteraceae
Anagyris,foetida,44.5,ct50,Streptophyta,Spermatophyta,Fabales,Fabaceae
Colutea,arborescens,42,ct50,Streptophyta,Spermatophyta,Fabales,Fabaceae
Epilobium,hirsutum,45.4,ct50,Streptophyta,Spermatophyta,Myrtales,Onagraceae
Pinus,pinaster,43.5,ct50,Streptophyta,Spermatophyta,Pinales,Pinaceae
Pistacia,terebinthus,43.2,ct50,Streptophyta,Spermatophyta,Sapindales,Anacardiaceae
Rhamnus,alaternus,44.5,ct50,Streptophyta,Spermatophyta,Rosales,Rhamnaceae
Acmispon,glaber,53.2,ctmax,Streptophyta,Spermatophyta,Fabales,Fabaceae
Adenostoma,fasciculatum,64.1,ctmax,Streptophyta,Spermatophyta,Rosales,Rosaceae
Artemisia,californica,53,ctmax,Streptophyta,Spermatophyta,Asterales,Asteraceae
Atriplex,hymenelytra,59.7,ctmax,Streptophyta,Spermatophyta,Caryophyllales,Amaranthaceae
Atriplex,leucophylla,53.3,ctmax,Streptophyta,Spermatophyta,Caryophyllales,Amaranthaceae
Baccharis,pilularis,54.3,ctmax,Streptophyta,Spermatophyta,Asterales,Asteraceae
Ceanothus,cuneatus,57.8,ctmax,Streptophyta,Spermatophyta,Rosales,Rhamnaceae
Ceanothus,oliganthus,54.8,ctmax,Streptophyta,Spermatophyta,Rosales,Rhamnaceae
Cercocarpus,betuloides,57.1,ctmax,Streptophyta,Spermatophyta,Rosales,Rosaceae
Dirca,occidentalis,56,ctmax,Streptophyta,Spermatophyta,Malvales,Thymelaeaceae
Encella,alifornica,54.8,ctmax,Streptophyta,Spermatophyta,Asterales,Asteraceae
Encella,farinosa,55.8,ctmax,Streptophyta,Spermatophyta,Asterales,Asteraceae
Eriodictyon,californicum,52.3,ctmax,Streptophyta,Spermatophyta,Boraginales,Boraginaceae
Eriogonum,fasciculatum,57.5,ctmax,Streptophyta,Spermatophyta,Caryophyllales,Polygonaceae
Eriogonum,latifolium,56.3,ctmax,Streptophyta,Spermatophyta,Caryophyllales,Polygonaceae
Hazardia,squarrosa,55.7,ctmax,Streptophyta,Spermatophyta,Asterales,Asteraceae
Heteromeles,arbutifolia,56.5,ctmax,Streptophyta,Spermatophyta,Rosales,Rosaceae
Isocoma,acradenia,56.4,ctmax,Streptophyta,Spermatophyta,Asterales,Asteraceae
Isocoma,menziesii,52.9,ctmax,Streptophyta,Spermatophyta,Asterales,Asteraceae
Larrea,tridentata,71.5,ctmax,Streptophyta,Spermatophyta,Zygophyllales,Zygophyllaceae
Lepechinia,calycina,52.7,ctmax,Streptophyta,Spermatophyta,Lamiales,Lamiaceae
Lonicera,hispidula,58.3,ctmax,Streptophyta,Spermatophyta,Dipsacales,Caprifoliaceae
Marah,fabaceus,53.1,ctmax,Streptophyta,Spermatophyta,Cucurbitales,Cucurbitaceae
Mimulus,aurantiacus,50.2,ctmax,Streptophyta,Spermatophyta,Lamiales,Phrymaceae
Prunus,ilicifolia,60.8,ctmax,Streptophyta,Spermatophyta,Rosales,Rosaceae
Quercus,agrifolia,62.4,ctmax,Streptophyta,Spermatophyta,Fagales,Fagaceae
Rhamnus,californica,59.1,ctmax,Streptophyta,Spermatophyta,Rosales,Rhamnaceae
Rhamnus,crocea,58.6,ctmax,Streptophyta,Spermatophyta,Rosales,Rhamnaceae
Ribes,californicum,54.1,ctmax,Streptophyta,Spermatophyta,Saxifragales,Grossulariaceae
Salvia,dorrii,54.9,ctmax,Streptophyta,Spermatophyta,Lamiales,Lamiaceae
Salvia,leucophylla,53,ctmax,Streptophyta,Spermatophyta,Lamiales,Lamiaceae
Salvia,mellifera,50.7,ctmax,Streptophyta,Spermatophyta,Lamiales,Lamiaceae
