Genus,Species,Tmax,max_metric,Phylum,Class,Order,Family
Gigartina,teedii,31,LT0,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae
Callophyllis,flabellulata,20,LT0,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae
Osmundea,spectabilis,23,LT0,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae
Plocamium,cartilagineum,23,LT0,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae
Polyneura,latissima,23,LT0,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae
Sarcodiotheca,gaudichaudii,25,LT0,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae
Schizymenia,pacifica,20,LT0,Rhodophyta,Florideophyceae,Nemastomatales,Schizymeniaceae
Ahnfeltiopsis,linearis,25,LT0,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae
Chondracanthus,exasperatus,25,LT0,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae
Constantinea,subulifera,23,LT0,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae
Cryptopleura,ruprechtiana,20,LT0,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae
Endocladia,muricata,28,LT0,Rhodophyta,Florideophyceae,Gigartinales,Endocladiaceae
Halosaccion,americanum,18,LT0,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae
Iridaea,cordata,20,LT0,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae
Mastocarpus,papillatus,25,LT0,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae
Neodilsea,borealis,25,LT0,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae
Neorhodomela,larix,25,LT0,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae
Odonthalia,floccosa,25,LT0,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae
Opuntiella,californica,20,LT0,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae
Sparlingia,pertusa,18,LT0,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae
Delesseria,sanguinea,23,LT0,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae
Phycodrys,rubens,18,LT0,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae
Ceramium,rubrum,24.5,LT0,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae
Corallina,officinalis,27.4,LT0,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae
Ahnfeltia,plicata,28,LT0,Rhodophyta,Florideophyceae,Ahnfeltiales,Ahnfeltiaceae
Ceramium,deslongchampsii,25,LT0,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae
Cystoclonium,purpureum,23,LT0,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae
Phyllophora,pseudoceranoides,30,LT0,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae
Phyllophora,truncata,28,LT0,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae
Plumaria,plumosa,23,LT0,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae
Polyides,rotundus,29.5,LT0,Rhodophyta,Florideophyceae,Gigartinales,Polyideaceae
Rhodomela,confervoides,23,LT0,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae
Rhodothamniella,floridula,25,LT0,Rhodophyta,Florideophyceae,Palmariales,Rhodothamniellaceae
Bonnemaisonia,hamifera,23,LT0,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae
Gracilaria,bursa-pastoris,30,LT0,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae
Gracilaria,coronopifolia,28,LT0,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae
Gracilaria,debilis,31,LT0,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae
Gracilaria,foliifera,28,LT0,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae
Gracilaria,lemaneiformis,28,LT0,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae
Gracilaria,mammillaris,31,LT0,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae
Gracilaria,tikvahiae,34,LT0,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae
Chondria,baileyana,28,LT0,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae
Gigartina,teedei,31,LT0,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae
Gracilariopsis,longissima,32,LT0,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae
Eupogodon,planus,31,LT0,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae
Eupogodon,spinellus,31,LT0,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae
Dumontia,contorta,24,LT0,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae
Bonnemaisonia,asparagoides,22,LT0,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae
Palmaria,decipiens,16.5,LT0,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae
Gigartina,skottsbergii,15,LT0,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae
Iridaea,laminarioides ,17,LT0,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae
Iridaea,undulosa,22,LT0,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae
Cryptopleura,ramosa,27,LT0,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae
Agardhiella,subulata,33,LT0,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae
Callophyllis,lacianata,24,LT0,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae
Halurus,equisetifolius,26,LT0,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae
Hypoglossum,hypoglossoides,25,LT0,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae
Calliblepharis,ciliata,27,LT0,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae
Lomentaria,orcadensis,27,LT0,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae
Polyneura,bonnemaisonii,24,LT0,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae
Callithamnion,tetragonum,25,LT0,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae
Grinnellia,americana,31,LT0,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae
Lomentaria,articulata,27,LT0,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae
Lomentaria,baileyana,33,LT0,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae
Solieria,filiformis,33,LT0,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae
Halymenia,floresii,,,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae
Heterosiphonia,gibbesii,,,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae
Apophloea,lyallii,,,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae
Bostrychia,arbuscula,,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae
Gracilaria,secundata,,,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae
Hormosira,banksii,,,Rhodophyta,Florideophyceae,Fucales,Hormosiraceae
Polysiphonia,sp.1,,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae
Sarcothalia,circumcincta,,,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae
Dasya,baillouviana,,,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae
Bullia,rhodostoma,34.7,LT50,Mollusca,Gastropoda,Neogastropoda,Nassariidae
Margarites,refulgens,19,LT100,Mollusca,Gastropoda,Trochoidea,Trochidae
Onoba,gelida,14,LT100,Mollusca,Gastropoda,Littorinimorpha,Rissoidae
Gyraulus,gilberti,37.5,ctmax,Mollusca,Gastropoda,Hygrophila,Planorbidae
Gibbula,cineraria,27,LT50,Mollusca,Gastropoda,Trochoidea,Trochidae
Littorina,fabalis,29.9,LT50,Mollusca,Gastropoda,Littorinimorpha,Littorinidae
Littorina,littorea,35.3,LT50,Mollusca,Gastropoda,Littorinimorpha,Littorinidae
Littorina,obtusata,29.6,LT50,Mollusca,Gastropoda,Littorinimorpha,Littorinidae
Littorina,saxatilis,35,LT50,Mollusca,Gastropoda,Littorinimorpha,Littorinidae
Nucella,lapillus,28.2,LT50,Mollusca,Gastropoda,Neogastropoda,Muricidae
Tectura,testudinalis,25.5,LT50,Mollusca,Gastropoda,Patellogastropoda,Lottiidae
Kerguelenella,lateralis,31.8,LT50,Mollusca,Gastropoda,Panpulmonata,Siphonariidae
Cookia,sulcata,32.7,ctmax,Mollusca,Gastropoda,Vetigastropoda,Turbinidae
Trophonella,longstafi,14.5,ctmax,Mollusca,Gastropoda,Neogastropoda,Muricidae
Nacella,concinna,5,ctmax,Mollusca,Gastropoda,Patellogastropoda,Nacellidae
Potamopyrgus,antipodarum,32.4,LT50,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae
Deroceras,reticulatum,40,LT100,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae
Succinea,strigata,40,LT50,Mollusca,Gastropoda,Stylommatophora,Succineidae
Bugula,californica,24.5,LT50,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae
Bothrometopus,elongatus,37.5,ctmax,Arthropoda,Insecta,Coleoptera,Brachyceridae
Bothrometopus,gracilipes,36.8,ctmax,Arthropoda,Insecta,Coleoptera,Brachyceridae
Bothrometopus,parvulus_parvulus,38.7,ctmax,Arthropoda,Insecta,Coleoptera,Brachyceridae
Bothrometopus,randi,36.6,ctmax,Arthropoda,Insecta,Coleoptera,Brachyceridae
Canonopsis,sericeus,38.7,ctmax,Arthropoda,Insecta,Coleoptera,Curculionidae
Ectemnorhinus,marioni,38,ctmax,Arthropoda,Insecta,Coleoptera,Brachyceridae
Ectemnorhinus,similis,36.5,ctmax,Arthropoda,Insecta,Coleoptera,Brachyceridae
Ectemnorhinus,viridis,33.9,ctmax,Arthropoda,Insecta,Coleoptera,Brachyceridae
Palirhoeus,eatoni,39.2,ctmax,Arthropoda,Insecta,Coleoptera,Brachyceridae
Gonocephalum,simplex,49.5,ctmax,Arthropoda,Insecta,Coleoptera,Tenebrionidae
Chrysomela,aeneicollis,37.2,ctmax,Arthropoda,Insecta,Coleoptera,Chrysomelidae
Onymacris,bicolor,49,ctmax,Arthropoda,Insecta,Coleoptera,Tenebrionidae
Onymacris,marginipennis,47.4,ctmax,Arthropoda,Insecta,Coleoptera,Tenebrionidae
Onymacris,plana,48.9,ctmax,Arthropoda,Insecta,Coleoptera,Tenebrionidae
Onymacris,rugatipennis,50.5,ctmax,Arthropoda,Insecta,Coleoptera,Tenebrionidae
Onymacris,unguicularis,50.4,ctmax,Arthropoda,Insecta,Coleoptera,Tenebrionidae
Physadesmia,globosa,50.8,ctmax,Arthropoda,Insecta,Coleoptera,Tenebrionidae
Halmaeusa,atriceps,32.2,ctmax,Arthropoda,Insecta,Coleoptera,Staphylinidae
Chirodica,chalcoptera,41.8,ctmax,Arthropoda,Insecta,Coleoptera,Chrysomelidae
Drosophila,birchii,35.5,ctmax,Arthropoda,Insecta,Diptera,Drosophilidae
Drosophila,guttifera,35.8,ctmax,Arthropoda,Insecta,Diptera,Drosophilidae
Drosophila,neotestacea,32,ctmax,Arthropoda,Insecta,Diptera,Drosophilidae
Drosophila,putrida,34.7,ctmax,Arthropoda,Insecta,Diptera,Drosophilidae
Drosophila,recens,34.4,ctmax,Arthropoda,Insecta,Diptera,Drosophilidae
Drosophila,serrata,36.7,ctmax,Arthropoda,Insecta,Diptera,Drosophilidae
Drosophila,curviceps,30,LT50,Arthropoda,Insecta,Diptera,Drosophilidae
Drosophila,immigrans,31.5,LT50,Arthropoda,Insecta,Diptera,Drosophilidae
Drosophila,validus,33,LT50,Arthropoda,Insecta,Diptera,Drosophilidae
Boreellus,atriceps,40,LT100,Arthropoda,Insecta,Diptera,Calliphoridae
Chironomus,sp.1,30,LT100,Arthropoda,Insecta,Diptera,Chironomidae
Sarcophaga,sp.1,50,LT100,Arthropoda,Insecta,Diptera,Sarcophagidae
Glossina,pallidipes,44.3,ctmax,Arthropoda,Insecta,Diptera,Glossinidae
Aphanenogaster,senilis,46,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Camponotus,cruentatus,48,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Camponotus,foreli,48,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Camponotus,sylvaticus,46,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Cataglyphis,cursor,50,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Messor,bouvieri,44,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Messor,capitatus,44,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Pheidole,pallldula,40,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Plagiolepis,pygmaea,48,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Tetramorium,nigerrimum,42,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Tetramorium,semilaeve,40,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Melophorus,bagoti,56.7,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Acanthomyops,sp.1,40,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Aenictus,sp.1,43.75,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Amblyopone,pallipes,40,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Anoplolepis,gracilipes,45.25,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Aphaenogaster,carolinensis,40.7,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Aphaenogaster,fulva,41.8,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Aphaenogaster,lamellidens,41.75,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Aphaenogaster,rudis,40.36,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Aphaenogaster,sp.1,42,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Camponotus,americanus,42.8,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Camponotus,castaneus,40.5,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Camponotus,chromaiodes,44,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Camponotus,herculeanus,42.75,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Camponotus,novaeboracensis,40,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Camponotus,pennsylvanicus,40,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Camponotus,sp.1,46.25,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Camponotus,sp.2,45.5,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Camponotus,sp.3,45,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Cardiocondyla,sp.1,44.25,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Cataulacus,horridus,43.25,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Crematogaster,inflata,47.75,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Crematogaster,lineolata,43.25,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Crematogaster,Physocremasp,40.75,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Crematogaster,sp.1,47.75,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Crematogaster,sp.2,46.75,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Dolichoderus,beccarii,45.63,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Dolichoderus,cuspidatus,44.5,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Dorymyrmex,sp.1,48.5,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Formica,aserva,40,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Formica,neogagates,40,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Formica,obscuripes,40.93,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Formica,pallidefulva,43.75,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Formica,pergandei,40,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Formica,podzolica,41.63,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Formica,sanguinea,41,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Formica,sp.1,41.42,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Formica,subsericea,46,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
GM-10-261,,45.75,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Gnamptogenys,sp.1,43.75,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Hypoponera,sp.1,39.63,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Lasius,alienus,38,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Lasius,fallax,39.75,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Lasius,nearcticus,36,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Lasius,sp.1,40,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Leptogenys,sp.1,41.5,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Monomorium,floricola,47.5,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Monomorium,minimum,46.5,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Monomorium,pharaonis,47.25,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Myrmecina,americana,38.8,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Myrmica,punctiventris,38,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Myrmicaria,sp.1,46,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Odontoponera,sp.1,39.85,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Pachycondyla,chinensis,39,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Pachycondyla,faisonensis,37.23,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Pachycondyla,tridentata,42,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Paratrechina,yambaru,39.4,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Pheidole,noda,39.4,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Pheidole,sp.1,40.25,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Pheidologeton,sp.1,44.38,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Pogonomyrmex,barbatus,46.5,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Polyrhachis,bihamata,45,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Polyrhachis,furcata,44,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Polyrhachis,sp.1,43,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Ponera,pennsylvanica,37.04,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Prenolepis,imparis,39.6,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Pristomyrmex,sp.1,41.73,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Proceratium,silaceum,40,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Protomognathus,americanus,44,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Pyramica,rostrata,39.5,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Solenopsis,invicta,43.25,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Solenopsis,molesta,41.25,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Stenamma,impar,40,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Tapinoma,sessile,39.9,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Tapinoma,sp.1,45.75,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Technomyrmex,brunneus,44.3,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Technomyrmex,sp.1,44.25,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Temnothorax,curvispinosus,43.4,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Temnothorax,longispinosus,43,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Temnothorax,pergandei,46.75,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Temnothorax,tuscaloosae,44.2,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Tetramorium,bicarinatum,42.3,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Tetramorium,caespitum,40,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Tetramorium,sp.1,44.7,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
Tetramorium,Triglyphotrixsp,44.25,ctmax,Arthropoda,Insecta,Hymenoptera,Formicidae
