"","Name","Region","Longitude","Latitude","dev","forest"
"84","Forest Meadow (TNCA)","NC",-82.607685261996,35.498639751224,37.1547927856445,59.3674087524414
"85","Marin Municipal Water District","CA",-122.60038375854,37.961387971888,NA,NA
"86","Caledon State Park","VA",-77.135448978811,38.337043666036,6.88965892791748,80.3231430053711
"87","Fernbank Forest","GA",-84.321870803833,33.77615094252,62.0610198974609,37.454833984375
"88","Forest Park Camden NY","NY",-75.738949553411,43.331620146359,34.9604988098145,33.027156829834
"89","Litzsinger Road Ecology Center Woodland Site A","MO",-90.376199371614,38.624382910368,100,0
"90","Oregon Ridge Nature Center","MD",-76.690374462042,39.488104581379,6.91139650344849,76.883659362793
"91","Scott's Run Nature Preserve","VA",-77.196108988279,38.960295138556,12.5620422363281,71.4718475341797
"92","Lakeside Lab","IA",-95.184804093676,43.380076993568,13.8631582260132,9.13686943054199
"93","Riverbend Park","VA",-77.246021979731,39.018431674248,11.0041809082031,53.5126609802246
"94","Riverbanks","SC",-81.07626914978,34.008771519018,71.446418762207,14.5936088562012
"95","University of Pittsburgh","PA",-79.953028498109,40.446057779979,99.9809036254883,0.0190994087606668
"96","EwA at Habitat","MA",-71.185823360856,42.403868405641,81.8797454833984,15.646240234375
"97","Appalachian State University","NC",-81.679212382674,36.214018901185,80.3246917724609,18.1719303131104
"98","EwA at the Fells","MA",-71.123832,42.455492,37.0213737487793,47.0368614196777
"99","Merrimac Farms, Nokesville, VA","VA",-77.536615166805,38.624745668198,10.8366298675537,23.215892791748
"100","Schuylkill Center","PA",-75.249220500715,40.054953538319,50.9765625,41.6217498779297
"101","Crossways Survey","PA",-75.267440828078,40.174246114537,57.573314666748,23.5604438781738
"102","EwA at Fresh Pond","MA",-71.145097454995,42.387327000031,76.7443237304688,4.99591541290283
"103","Potter Park Zoo","MI",-84.527592028662,42.717998528105,84.0515213012695,0.876369535923004
"104","Camp Woods Survey","PA",-75.244872563774,40.156541404112,46.3371200561523,33.2281036376953
"105","EwA at the Growing Center","MA",-71.098000215491,42.383419320081,100,0
"107","UNCW","NC",-77.87104292809,34.224260900282,82.2589797973633,12.488245010376
"108","Big Branch","NC",-79.266683138604,35.926466845084,2.40743684768677,80.9518356323242
"109","Virginia Zoo","VA",-76.277038704493,36.876408543431,93.5644302368164,0
"110","Lake Elkhorn Trail","MD",-76.842907290214,39.182075845326,84.5380401611328,7.10028171539307
"111","Moyer Sports Complex, Salem VA.","VA",-80.111567768429,37.27216448062,64.4308700561523,21.2226142883301
"112","Woodland Edge Ravine","OH",-83.091851288506,39.037932434365,7.4313759803772,58.3204460144043
"113","Lillian Anderson Arboretum Fern Oak Site","MI",-85.702333734838,42.29328948726,26.4239826202393,48.6748466491699
"114","Occoquan Forest","VA",-77.388896942139,38.724894002151,18.951078414917,50.851375579834
"115","Honeybee House","NC",-80.396172181195,36.008123652873,68.1643829345703,23.9287414550781
"116","16 Old Paris Mtn","SC",-82.401393055916,34.87256146546,94.9844207763672,4.69520711898804
"117","White Pond Yard","MA",-71.481088142469,42.428790088411,32.1627502441406,40.5514602661133
"118","Inglewood area","SC",-82.345790863037,34.864489439311,92.6496734619141,5.97768115997314
"119","Putnam Marsh Extension","OH",-82.631435394287,41.422327327778,43.541862487793,8.17598819732666
"120","Liberty Fox Backyard","NC",-79.642771408705,35.873059816049,10.6441259384155,53.1520919799805
"121","Becca's Beautiful Yard","OH",-81.432326881817,41.167379901509,97.4621047973633,2.53789162635803
"122","Burgundy Center","WV",-78.528183473465,39.250134916384,1.94220638275146,93.4275360107422
"123","Somerville Street Trees","MA",-71.101489223272,42.390056165293,100,0
"125","RBP TRAINING SITE","VA",-77.255809734689,39.018368117373,12.708384513855,70.2947082519531
"126","East Blake Lane Park","VA",-77.27537150797,38.873808332212,84.6866836547852,14.6936273574829
"127","Botany Bay Heritage Preserve","SC",-80.252637863159,32.551660570681,0.403168857097626,59.0963821411133
"128","Chepiwanoxet","RI",-71.444385460233,41.673532935199,50.606502532959,12.3321676254272
"129","Gardens Park, Las Vegas, NV","NV",-115.32178085397,36.126744715677,NA,NA
"130","Ridge Lodge 1","VA",-78.889152289338,38.443572970615,90.871223449707,7.17469644546509
"131","Kituwah MAPS Site","NC",-83.406061409917,35.434080230333,16.1382751464844,23.7937564849854
"132","Cowee MAPS Site","NC",-83.418045385899,35.265779532502,11.1766023635864,57.8745346069336
"133","Broyhill Park","VA",-77.204403877258,38.859794352237,75.6827087402344,14.0999937057495
"134","EwA at Horn Pond","MA",-71.15774573479,42.461360478055,54.4596939086914,27.9199085235596
"135","Merrimac Farm","VA",-77.53927230835,38.62478342251,4.02363586425781,25.8572864532471
"136","Birmingham Zoo AL","AL",-86.781851566739,33.486258229047,86.1772232055664,11.3569421768188
"137","Highlands Biological Station","NC",-83.18924508538,35.053885666174,40.274169921875,58.7537841796875
"140","Squam Lakes Association","NH",-71.561647103122,43.725293770955,10.8764038085938,40.8704071044922
"141","Harry and Jane P","VA",-78.548812866211,37.553015463706,10.6255693435669,59.6510200500488
"142","BHRC Happy Hill","WI",-89.831000897954,43.397527460736,0,97.508544921875
"143","BHRC - Hemlock Draw","WI",-89.941807312655,43.359565312021,0.516504883766174,81.957649230957
"144","BHRC - Pan Hollow","WI",-89.868121410593,43.375372558214,4.11588287353516,77.4773559570312
"145","Saginaw Children's Zoo","MI",-83.951921635782,43.412015388133,84.3783187866211,0.551288545131683
"146","Belle Isle State Park, Lancaster, VA","VA",-76.596441492825,37.780129538579,3.93605518341064,14.5148000717163
"147","ABQ BioPark Botanical Garden","NM",-106.68076623658,35.092948017813,NA,NA
"148","Schumacher Farm Park","WI",-89.442358016968,43.192599444315,42.0339126586914,1.49696123600006
"149","Robert C. McDonnell Campgrounds","MD",-77.151668245181,39.039898650325,51.5596199035645,44.5115165710449
"151","Riverbanks Zoo","SC",-81.080442667007,34.009456330358,61.9496841430664,18.4253406524658
"153","Allen Acres Natural Area","LA",-93.048529543271,30.942917869585,4.28372192382812,32.3252334594727
"154","Cajun Prairie Critters","LA",-92.012446011655,30.277113665363,82.8667984008789,4.15087747573853
"155","BiodiversityWorks HQ","MA",-70.64191822065,41.450927806328,27.6705265045166,65.0651092529297
"156","Long Branch Nature Center","VA",-77.121942728124,38.860713326869,78.0810852050781,20.5478439331055
"157","Triangle Land Conservancy - Brumley Preserve South","NC",-79.051091947481,36.030123113233,7.92145109176636,82.6391067504883
"158","Callawassie Island South Carolina","SC",-80.85572719574,32.325354465702,31.8211574554443,18.6746978759766
"159","Triangle Land Conservancy - Johnston Mill Nature Preserve","NC",-79.049186,35.990692,15.2319555282593,73.3046722412109
"160","Gulf Branch Nature Center","VA",-77.120317934413,38.918998046342,73.9170303344727,24.7951202392578
"161","Leesylvania State Park","VA",-77.258885193726,38.590030175984,7.79231357574463,50.7277755737305
"162","Sedgwick County Zoo","KS",-97.410013290225,37.715647386638,49.0350875854492,0.632096946239471
"163","Pickering Creek Audubon Center","MD",-76.114966396844,38.865271288922,1.89346873760223,13.516921043396
"164","Sunrise Prairie Trail North Branch MN","MN",-92.981156026671,45.489556884961,26.252950668335,9.97659397125244
"165","Eno River State Park","NC",-79.00719785217,36.076898750519,9.67847919464111,86.1033477783203
"166","Duke Forest - Korstian Division","NC",-79.018872637019,35.982992170345,6.26100015640259,89.8044815063477
"167","BHRC Misty Valley Uplands","WI",-89.838369239236,43.395977313394,0,97.508544921875
"168","Baltimore Woods Nature Center","NY",-76.351831098883,42.974029182211,23.6992244720459,41.4611358642578
"169","BHRC Natural Bridge Uplands","WI",-89.937131887229,43.348915814263,3.08385586738586,84.0799789428711
"170","BHRC Hemlock Draw North","WI",-89.938391427717,43.368952409441,2.54207229614258,77.5107116699219
"171","BHRC Green Forest","WI",-89.918081940435,43.383614216027,5.12908458709717,88.7008743286133
"172","BHRC Pan Hollow Uplands","WI",-89.869713136436,43.37562290301,3.54829454421997,73.0023651123047
"173","BHRC Schara Road Woodland","WI",-89.920591163525,43.378063747409,5.34960222244263,88.7263259887695
"174","BHRC Natural Bridge South","WI",-89.928724205292,43.338069295999,2.45589017868042,69.2640991210938
"175","BHRC Pine Glen Uplands","WI",-89.750902463034,43.390064641467,2.85179686546326,96.3177795410156
"176","Utah's Hogle Zoo","UT",-111.81662909208,40.750231503738,NA,NA
"177","University of Michigan Biological Station","MI",-84.685363769531,45.568244876582,1.28715717792511,8.00517749786377
"179","Taghkanic","NY",-73.723155972078,42.133493695768,14.351710319519,44.4700965881348
"182","Grand Traverse Natural Education Reserve","MI",-85.624265784926,44.706977578742,32.9830169677734,21.5954551696777
"183","Cambridge Miyawaki Forest (Danehy Park)","MA",-71.134771646183,42.388585911352,96.1674270629883,0.798341393470764
"184","Leopold's Preserve","VA",-77.673554420471,38.816756338075,33.1662178039551,15.6142339706421
"186","Ucl","GB",-0.1305574262488,51.522606610459,NA,NA
"187","MCF-TOGO","MN",-93.241567611694,47.784067884009,5.95130443572998,37.8141021728516
"188","The PoHo","VA",-77.576094935868,38.167717643258,8.80616664886475,70.4055938720703
"189","NZ Ravine","DC",-77.05250143622,38.9288018361,83.0275955200195,14.1718864440918
"191","Evans' Country Home","VA",-79.376880075513,37.231044173087,9.60124969482422,42.6318778991699
"193","NZ Oak Hill","DC",-77.05338702509,38.929375629885,62.6066017150879,35.6158790588379
"194","NZ Science Building Enclosure","DC",-77.044359913773,38.927446492064,93.4631500244141,5.65472984313965
"195","Grandfather Mountain","NC",-81.835645308896,36.090242719196,8.89062404632568,88.5124435424805
"196","Long Branch Park","MD",-76.997138477295,38.990508511441,89.1403121948242,10.8279962539673
"198","NZ Science Hill","DC",-77.05158032267,38.93288722366,62.6066017150879,35.6158790588379
"199","NZ Hospital","DC",-77.05158032267,38.93288722366,62.6066017150879,35.6158790588379
"200","REITBOBMD1","MD",-77.020509981072,38.994218883577,96.1799774169922,3.63820862770081
"201","ZURLBECMD1","MD",-76.999632493852,38.995352129348,89.1403121948242,10.8279962539673
"202","SILLSCOMD1","MD",-76.991662583813,38.98631864041,90.0156860351562,9.92411231994629
"203","TATEJUAMD1","MD",-76.56583850936,38.965301244769,42.5273780822754,27.3491668701172
"204","BARBJERMD1","MD",-76.473283384131,39.109066414115,51.6956176757812,33.3324508666992
"205","NZ Bird Observatory","DC",-77.051583379957,38.929607638058,62.6066017150879,35.6158790588379
"206","BILLPAIDC1","DC",-77.013627538723,38.971652710156,94.1931228637695,5.51624011993408
"207","FALVOCARDC1","DC",-77.014642476747,38.971514565311,94.1931228637695,5.51624011993408
"208","STUECHRVA2","VA",-77.166048366806,38.917469540101,80.223762512207,16.9860343933105
"209","VERSBETVA2","VA",-76.597769841889,38.722722315974,14.8682336807251,38.8064842224121
"210","Sears Lehmann, Jr. Wildlife Reserve","MO",-90.930966658658,38.469192372921,10.3609504699707,61.1908416748047
"211","Woodley Park Street Trees","DC",-77.056118454568,38.93167535322,80.785888671875,18.3072490692139
"212","VONGJENMD1","MD",-77.131010088368,39.009794392109,92.7175827026367,7.1233344078064
"213","Eastern Market Street Trees","DC",-77.003513194078,38.884240109859,97.7305068969727,0
"214","RAUNERIMD2","MD",-76.885118717701,39.001410464952,78.208366394043,16.4124908447266
"215","FARYSIMMD1","MD",-76.973417450399,38.985565698388,83.3946380615234,4.55459547042847
"216","Woodley Park Metro Area Street Trees","DC",-77.056122929653,38.931690110498,80.785888671875,18.3072490692139
"217","TANGLAUDC1","DC",-76.99192427638,38.941162710183,96.3549652099609,2.65502762794495
"219","Laurel Hill Park Equestrian Center area","VA",-77.248596795003,38.702459474553,60.1624870300293,18.0511035919189
"220","COLSKATMD1","MD",-76.86718945309,39.207731070346,78.7348480224609,14.2935009002686
"221","LAFOMELVA1","VA",-77.107479585977,38.880359075947,98.1494979858398,0.958800315856934
"222","CoSA - Corp Yard","CA",-117.89621253794,33.74373019495,NA,NA
"223","Mjeidel","LB",35.44191604283,33.518257217313,NA,NA
"224","DFHS","SC",-81.201247299036,34.154357240316,34.1250305175781,56.155632019043
"225","RAUNERIMD","MD",-76.885116527014,39.001381484558,78.208366394043,16.4124908447266
"226","Jamerson Rd","GA",-84.499651531722,34.07074992761,75.5996932983398,19.8036422729492
"227","Beaver Lane","VA",-77.670989187262,38.219567998103,7.07410001754761,47.8599586486816
"228","ASRI Parker Woodland","RI",-71.689371172376,41.723608649535,4.15615224838257,39.3361167907715
"229","Over Easy Farm","VA",-77.367821380202,38.280165345691,10.6383056640625,50.3074798583984
"230","Miller Park Zoo","IL",-89.00505065918,40.468628800418,98.6458206176758,0
"232","ASRI Fisherville Brook","RI",-71.578353931563,41.589962289117,8.28030395507812,64.785026550293
"233","ASRI Long Pond","RI",-71.764909163237,41.506806218059,6.86395597457886,70.5480270385742
"234","Sewee Visitor and Environmental Education Center","SC",-79.668314879182,32.984620033272,5.68059301376343,14.1069011688232
"235","ASRI Maxwell Mays","RI",-71.694214718274,41.670633721806,3.90942692756653,70.9149551391602
"236","ASRI Davis Memorial","RI",-71.484181950928,41.622415847066,62.8655242919922,26.37672996521
"237","ASRI Touisset Marsh","RI",-71.238586731937,41.705310426284,27.5765552520752,15.1035985946655
"238","GSSC","NY",-73.057283667188,40.746496127307,84.899169921875,7.52516555786133
"239","ASRI Claire McIntosh","RI",-71.283939451153,41.709861661944,67.6373596191406,5.3006763458252
"240","ASRI Fort","RI",-71.553502491472,41.960737497558,19.004430770874,58.1230201721191
"241","ASRI Powder Mill","RI",-71.530477833364,41.868029110085,35.3248634338379,54.0666542053223
"242","ASRI Emilie Ruecker","RI",-71.200255943096,41.592814423621,20.649564743042,17.7897644042969
"243","ASRI Caratunk","MA",-71.321470614144,41.87438991764,43.4139404296875,30.4986534118652
"245","Shadow Lake Nature Preserve","WA",-122.11108207368,47.404331966604,NA,NA
"246","Laurel Hill Woods Trail","VA",-77.243542671204,38.704735731128,60.1624870300293,18.0511035919189
"253","ravine","DC",-77.052083693287,38.928472344358,83.0275955200195,14.1718864440918
"254","Lake Murphysboro State Park, Overflow","IL",-89.377708535646,37.78511086477,11.0754270553589,58.9971122741699
"255","SCBI Banding Shed","VA",-78.160651827534,38.892450336602,13.8891735076904,61.0589218139648
"256","Woolston Fields","NY",-77.417981743558,42.868096483686,7.35404872894287,12.9968376159668
"257","East Campus UGA","GA",-83.367261886597,33.938606928375,66.3768997192383,29.3088340759277
"258","Happy Dancing Turtle","MN",-94.41479859228,46.720887557783,39.9332427978516,4.14823532104492
"259","VCE Office","VT",-72.319564643456,43.696121035138,26.9520378112793,55.1880111694336
"260","Church On the Corner Garden","CA",-122.29178129206,37.890866885379,NA,NA
"261","Hulikaanu Research Station","India",75.691345072636,13.466733565639,NA,NA
"262","Lockerly Arboretum","GA",-83.228581318908,33.060011606663,60.9669723510742,28.1241931915283
"263","Laurel Hill Equestrian Park # 2","VA",-77.24573143192,38.701603746869,38.490177154541,15.8764686584473
"264","EwA on Spring","MA",-71.108469497452,42.386502554779,100,0
"265","WestchesterCDS","NC",-80.087705468616,35.974073634901,44.0535278320312,35.9943428039551
"266","EwA at Bigelow","CT",-72.133736073331,41.997887974173,0.386373460292816,91.6478729248047
"267","Bronx Zoo - Project TRUE","NY",-73.877304316055,40.851085400947,77.2648391723633,18.9650440216064
"268","Crump Park in Henrico County, VA","VA",-77.516743791938,37.675532882051,56.5664329528809,25.4533309936523
"270","Green Mountain Audubon Center","VT",-72.996395479529,44.346562544255,7.88524389266968,72.3838806152344
"272","HOSP","NC",-82.878260440728,35.921628149898,7.74895620346069,73.3134307861328
"273","Akron Zoo Back 40 2025","OH",-81.542355102095,41.078869950169,94.943244934082,4.15660095214844
"274","OKC Zoo- DMA and carousel","OK",-97.472342130892,35.524687883463,77.3675994873047,10.5057191848755
"275","Somerville Miyawaki Forest","MA",-71.094556173653,42.386318332587,100,0
"276","Hickory App State Campus","NC",-81.366579715262,35.743366034157,89.1509323120117,7.70155715942383
"21","Sault College","ON",-84.30692999308,46.534499045766,70.9401397705078,15.0029277801514
"68","RVCC","ON",-79.170878351185,43.81900252918,34.2977828979492,49.1895523071289
"69","Beare Swamp in Rouge Park","ON",-79.154017733419,43.825999432243,17.1037101745605,46.6395225524902
"106","Wye Marsh Wildlife Centre","ON",-79.839792251587,44.731297544032,7.3474645614624,56.1103019714355
"124","Brookbanks Park","ON",-79.329944638904,43.755259966615,69.5862274169922,15.9669494628906
"138","Lesser Slave Lake Bird Observatory","AB",-114.82427363141,55.425967653194,2.9657564163208,51.2344856262207
"139","Boreal Centre for Bird Conservation","AB",-114.80564810432,55.411626464896,6.2198805809021,72.7524490356445
"150","Trinity College at the University of Toronto","ON",-79.396458838856,43.66336734472,99.3406143188477,0.306778401136398
"152","Middle Mill","ON",-79.356059205218,43.69402883916,72.1723022460938,21.4791278839111
"178","The Riverwood Conservancy","ON",-79.67503853741,43.564020493703,69.4731521606445,22.9674491882324
"180","High Park","ON",-79.465448712105,43.650504539476,64.214958190918,22.9912452697754
"181","Cherry Beach","ON",-79.339013173016,43.640573717988,66.8712844848633,3.90322661399841
"185","Ashbridges Bay Peninsula","ON",-79.308714866638,43.655546272004,2.02069664001465,0.286504328250885
"190","Kipling Collegiate Institute","ON",-79.562861169836,43.689977426589,99.472541809082,0
"192","Philosopher's Walk","ON",-79.394957128312,43.665851640741,99.3406143188477,0.306778401136398
"197","Bickford Park Caterpillars Count","ON",-79.418686334875,43.661034634178,99.2528686523438,0.303443640470505
"218","Colonel Samuel Smith Park","ON",-79.512785626687,43.59130349239,79.2206268310547,0.932049214839935
"231","Trafalgar Castle School Survey Site","ON",-78.93383590292,43.878063752034,91.0524444580078,3.96657991409302
"244","Humber Bay Butterfly Habitat","ON",-79.47731440206,43.624230051399,38.3303451538086,6.87043523788452
"247","Nordheimer Ravine","ON",-79.404213572387,43.680633284188,92.6084976196289,4.22030591964722
"248","University of Toronto","ON",-79.395205793421,43.666247438724,99.3406143188477,0.306778401136398
"249","Wychwood Barns Park","ON",-79.424094558833,43.679441671763,93.8917541503906,4.84266567230225
"250","Toronto Music Garden","ON",-79.394137756776,43.637059231216,36.1863899230957,5.26456022262573
"251","Woodbine Beach","ON",-79.309733701503,43.660458364534,54.0901374816895,2.63833117485046
"252","South Kingsway","ON",-79.474497310672,43.635517910444,38.3303451538086,6.87043523788452
"269","Taylor Creek Park","ON",-79.298305433285,43.697039857328,86.155632019043,12.4190740585327
"271","Riverdale Park East","ON",-79.356772131907,43.670753240589,91.8656921386719,4.36691093444824
"277","Cedar Valley Park","ON",-78.888801947503,43.936977700754,60.933479309082,22.0195465087891
